  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
11895 Citigo    2013    5000Manual       32716Petrol     0   68.9     1skoda   10
11896 Rapid     2018   11100Manual        8349Petrol   145   58.9     1skoda    5
11897 Citigo    2018    8200Manual        1852Petrol   145   64.2     1skoda    5
11898 Fabia     2016    9000Manual       30113Petrol    20   60.1   1.2skoda    7
11899 Citigo    2015    6300Manual       19288Petrol    20   62.8     1skoda    8
11900 Superb    2016   17000Automatic    17089Diesel   125   60.1     2skoda    7
11901 Octavia   2019   19800Automatic     5113Petrol   145   35.8     2skoda    4
11902 Octavia   2018   13300Manual       16707Petrol   145   55.4   1.5skoda    5
11903 Kodiaq    2019   25000Automatic    11568Diesel   145   49.6     2skoda    4
11904 Octavia   2017   16800Automatic    36751Diesel   145   57.7     2skoda    6
11905 Octavia   2017   12500Manual       36817Diesel   145   65.7     2skoda    6
11906 Yeti      2017   10499Semi-Auto    45932Petrol   125   51.4   1.2skoda    6
11907 Fabia     2018    8600Manual       18534Petrol   145   64.2     1skoda    5
11908 Fabia     2015    6700Manual       14829Petrol    20   58.8     1skoda    8
11909 Superb    2013    9489Automatic    30150Diesel   200   46.3     2skoda   10
11910 Fabia     2016    7789Manual       23156Petrol    20   60.1   1.2skoda    7
11911 Fabia     2017   10495Manual        8675Petrol   145   64.2     1skoda    6
11912 Citigo    2017    6495Manual       34948Petrol   145   64.2     1skoda    6
11913 Rapid     2017    8995Manual       20395Petrol   150   57.7   1.2skoda    6
11914 Citigo    2013    4600Manual       33576Petrol     0   67.3     1skoda   10
11915 Superb    2019   15810Manual        2917Petrol   145   40.9   1.5skoda    4
11916 Octavia   2016   14471Automatic    44500Petrol   165   44.1     2skoda    7
11917 Fabia     2017    7559Manual       25985Petrol   150   64.2     1skoda    6
      Yeti
11918Outdoor    2017   13825Automatic    27264Petrol   125   51.4   1.2skoda    6
11919 Citigo    2018    6375Manual       34672Petrol   150   64.2     1skoda    5
11920 Karoq     2019   19300Manual        2329Diesel   145   50.4     2skoda    4
11921 Octavia   2016   11300Manual       23511Petrol    30   55.4   1.4skoda    7
11922 Fabia     2017   10500Automatic    19310Petrol   145   60.1   1.2skoda    6
11923 Octavia   2016    9600Manual       31070Diesel     0   74.3   1.6skoda    7
11924 Fabia     2018    9500Manual        9719Petrol   145   57.7     1skoda    5
11925 Octavia   2017   17500Automatic    23591Diesel   145   55.4     2skoda    6
11926 Superb    2017   16700Automatic    43672Diesel   145   61.4     2skoda    6
11927 Superb    2013    8499Automatic    77939Diesel   200   44.8     2skoda   10
11928 Superb    2017   13699Automatic    16755Diesel   145   62.8     2skoda    6
11929 Yeti      2016   10499Automatic    48682Petrol   125   51.4   1.2skoda    7
11930 Citigo    2016    4500Manual       73458Petrol    20   62.8     1skoda    7
11931 Superb    2015    8000Manual      105060Diesel    20   68.9     2skoda    8
11932 Octavia   2014    7000Manual       64990Diesel     0   74.3   1.6skoda    9
11933 Superb    2017   17500Manual       10938Petrol   145   54.3   1.4skoda    6
11934 Octavia   2020   16595Manual          10Petrol   150   51.4   1.5skoda    3
11935 Superb    2017   14595Automatic    43299Diesel    30   61.4     2skoda    6
11936 Octavia   2016    9995Manual       31111Petrol    30   55.4   1.4skoda    7
11937 Octavia   2016    9995Manual       81394Diesel   125   58.9     2skoda    7
11938 Fabia     2016    7495Manual       44344Petrol    20   60.1   1.2skoda    7
11939 Octavia   2014    8995Manual       46721Diesel    20   68.9     2skoda    9
11940 Fabia     2016    8695Manual       49677Petrol    20   60.1   1.2skoda    7
11941 Octavia   2016   10690Automatic     6993Petrol    20   62.8     1skoda    7
11942 Octavia   2017   10380Manual       28270Petrol   145   58.9     1skoda    6
11943 Octavia   2017   10390Manual       25582Petrol   145   58.9     1skoda    6
11944 Citigo    2013    3995Automatic    87000Petrol    20   64.2     1skoda   10
11945 Superb    2014   10495Manual       45200Diesel   160   52.3     2skoda    9
11946 Fabia     2010    3695Manual       74000Diesel    20   67.3   1.6skoda   13
11947 Fabia     2016    8125Manual       36795Diesel     0   78.5   1.4skoda    7
11948 Yeti      2017   11325Manual       30627Petrol   145   51.4   1.2skoda    6
11949 Fabia     2018   11799Manual        7250Petrol   145   64.2     1skoda    5
11950 Scala     2019   18710Automatic      506Diesel   145   54.3   1.6skoda    4
11951 Karoq     2019   22890Manual        1752Diesel   145   42.8     2skoda    4
11952 Karoq     2018 16995Manual         12009Diesel   145   62.8   1.6skoda    5
      Yeti
11953Outdoor    2017   12671Manual       25116Petrol   125   51.4   1.2skoda    6
11954 Yeti      2016   10300Manual       34770Petrol   125   51.4   1.2skoda    7
11955 Octavia   2016   16000Manual       29781Diesel    30   62.8     2skoda    7
11956 Octavia   2017   15400Automatic    19576Diesel   145   61.4     0skoda    6
11957 Fabia     2006    1295Manual      100964Petrol   160   47.1   1.2skoda   17
11958 Fabia     2017    7995Manual       33398Petrol    20   58.8     1skoda    6
11959 Yeti      2016   10494Automatic    18452Petrol   125   51.4   1.2skoda    7
11960 Octavia   2017   10980Manual       22747Petrol   145   54.3   1.4skoda    6
11961 Kodiaq    2019   20985Automatic      449Petrol   145    34    1.5skoda    4
11962 Karoq     2018   18500Manual       14142Petrol   145   51.4   1.5skoda    5
11963 Citigo    2015    7489Manual       24190Petrol    20   62.8     1skoda    8
11964 Octavia   2016   10000Manual       72000Diesel    20   68.9     2skoda    7
11965 Yeti      2010    4399Manual      101145Petrol   160   44.1   1.2skoda   13
11966 Octavia   2017   14621Manual       24588Diesel    30   64.2     2skoda    6
11967 Octavia   2017   12491Manual       14751Petrol    30   55.4   1.4skoda    6
11968 Fabia     2019   10490Manual       15757Petrol   145   61.4     1skoda    4
11969 Superb    2019   26780Automatic     3583Diesel   145   47.1     2skoda    4
11970 Kodiaq    2019   24590Manual        4938Diesel   145   52.3     2skoda    4
11971 Superb    2019   24980Automatic     2241Petrol   145   38.2     2skoda    4
11972 Citigo    2019    9690Manual        2987Petrol   145   67.3     1skoda    4
11973 Kamiq     2020   23490Automatic       10Petrol   145   52.3   1.6skoda    3
11974 Karoq     2019   21490Manual        5078Diesel   145   49.6     2skoda    4
11975 Fabia     2018    9480Manual       15696Petrol   145   64.2     1skoda    5
11976 Citigo    2016    5831Manual       22425Petrol    20   62.8     1skoda    7
11977 Citigo    2016    5751Manual       31520Petrol    20   62.8     1skoda    7
11978 Fabia     2018    8371Manual       35066Petrol   145   64.2     1skoda    5
11979 Fabia     2017    7971Manual       17396Petrol   145   64.2     1skoda    6
11980 Kamiq     2019   21995Automatic     3985Petrol   145   44.1   1.5skoda    4
11981 Superb    2019   25995Automatic     5093Diesel   145   44.1     2skoda    4
11982 Fabia     2019   12995Manual        3000Petrol   145   61.4     1skoda    4
11983 Octavia   2016    8850Manual       40705Diesel     0   80.7   1.6skoda    7
11984 Octavia   2018   14499Automatic     9565Petrol   145   56.5   1.5skoda    5
11985 Superb    2019   19199Automatic    13033Diesel   145   62.8     2skoda    4
11986 Citigo    2013    4995Manual       43000Petrol    20   62.8     1skoda   10
11987 Superb    2018   18441Automatic    16445Petrol   150   53.3   1.4skoda    5
11988 Fabia     2018    8995Manual        8059Petrol   150   57.7     1skoda    5
11989 Yeti      2017   12495Manual       19025Petrol   125   51.4   1.2skoda    6
      Yeti
11990Outdoor    2017    9999Manual       42299Diesel    30   62.8     2skoda    6
11991 Yeti      2011    5699Manual       93579Diesel   200   46.3     2skoda   12
11992 Octavia   2016   10999Automatic    23771Petrol    30   58.9   1.4skoda    7
11993 Fabia     2017    6899Manual       51089Petrol   145   60.1   1.2skoda    6
11994 Superb    2017    9000Manual      114820Diesel    20   68.9     2skoda    6
11995 Octavia   2016    7795Manual       84120Diesel    20   70.6     2skoda    7
11996 Kodiaq    2017   20898Manual       20452Petrol   145   40.9   1.4skoda    6
11997 Scala     2019   17995Automatic       42Petrol   145   45.6   1.5skoda    4
11998 Superb    2016   13491Automatic     4625Petrol    30   55.4   1.4skoda    7
11999 Yeti      2017   13750Manual       19956Diesel   145   62.8     2skoda    6
12000 Superb    2019   24995Automatic     2000Diesel   145   39.2     2skoda    4
12001 Fabia     2019   11750Manual        5123Petrol   145   64.2     1skoda    4
12002 Citigo    2014    4741Manual       35710Petrol    20   62.8     1skoda    9
12003 Citigo    2018    7180Manual       24453Petrol   145   64.2     1skoda    5
12004 Octavia   2018   11987Manual       22350Petrol   145   57.7   1.5skoda    5
12005 Fabia     2009    3295Manual       79000Petrol   150   47.9   1.2skoda   14
12006 Octavia   2015   10399Manual       15310Diesel    20   68.9     2skoda    8
12007 Octavia   2013    6899Manual       40092Diesel    20   67.3   1.6skoda   10
12008 Octavia   2016   13499Manual       25640Diesel    30   64.2     2skoda    7
12009 Octavia   2018   17499Manual       17941Diesel   145   62.8     2skoda    5
12010 Fabia     2017    8999Automatic    25480Petrol    20   60.1   1.2skoda    6
12011 Fabia     2015    9241Automatic    15977Petrol    20   60.1   1.2skoda    8

12012Octavia    2017 10995Manual         20598Petrol   150   58.9     1skoda    6
12013Fabia      2018  9695Manual          8631Petrol   150   64.2     1skoda    5
12014Fabia      2015  7995Manual         38148Petrol    20   58.9   1.2skoda    8
12015Fabia      2018  8995Manual         17896Petrol   150   64.2     1skoda    5
12016Fabia      2018  9695Manual          8596Petrol   150   64.2     1skoda    5
12017Rapid      2018 10250Manual         15398Petrol   150   62.8     1skoda    5
     Yeti
12018Outdoor    2017 14450Automatic      37000Diesel   165   51.4    2skoda     6
12019 Citigo      2017    5000Manual      71964Petrol    20   64.2     1skoda    6
12020 Superb      2017   11499Manual      34028Diesel   145   68.9   1.6skoda    6
12021 Citigo      2017    6999Manual      24113Petrol    20   64.2     1skoda    6
12022 Octavia     2010    4299Manual      43000Diesel    30   62.8   1.6skoda   13
12023 Yeti        2017   15495Manual      13591Petrol   145   51.4   1.2skoda    6
12024 Fabia       2019    8995Manual      13932Petrol   145   50.4     1skoda    4
12025 Superb      2015    8999Manual      37555Diesel    30   61.4     2skoda    8
12026 Citigo      2017    7599Manual      28971Petrol   145   68.9     1skoda    6
12027 Fabia       2017    7899Manual      34969Petrol   145   60.1   1.2skoda    6
12028 Yeti        2015    9250Manual      63813Petrol   125   51.4   1.2skoda    8
12029 Octavia     2015    7291Manual      97745Diesel    30   60.1     2skoda    8
12030 Octavia     2014   10168Automatic   61811Diesel   125   56.5     2skoda    9
12031 Octavia     2015    7750Manual      85957Diesel    20   70.6     2skoda    8
12032 Fabia       2016    7999Manual      18977Petrol    20   60.1   1.2skoda    7
12033 Octavia     2016   13199Automatic   68902Diesel   125   60.1     2skoda    7
12034 Fabia       2018   12495Automatic    8835Petrol   145   61.4     1skoda    5
12035 Fabia       2015    8995Automatic   31867Petrol    20   60.1   1.2skoda    8
12036 Citigo      2018    7995Manual      10744Petrol   145   64.2     1skoda    5
12037 Octavia     2019   19995Manual       1020Diesel   145   67.3   1.6skoda    4
12038 Scala       2019   16495Manual       1069Petrol   145   49.6     1skoda    4
12039 Fabia       2019   15695Manual       1000Petrol   145   60.1     1skoda    4
12040 Fabia       2018    8750Manual       2991Petrol   145   57.7     1skoda    5
12041 Karoq       2018   16990Manual      20900Petrol   145   52.3   1.5skoda    5
12042 Octavia     2016   11990Manual      18431Petrol    30   55.4   1.4skoda    7
12043 Citigo      2019    8990Manual      10300Petrol   150   65.7     1skoda    4
12044 Octavia     2018   14490Manual       9000Petrol   145   55.4   1.5skoda    5
12045 Kodiaq      2019   25990Automatic   11041Diesel   145   42.2     2skoda    4
12046 Fabia       2016    8490Manual      33308Petrol    20   60.1   1.2skoda    7
12047 Fabia       2017    8995Manual      21000Petrol   145   64.2     1skoda    6
12048 Fabia       2004    1295Manual      96000Petrol   165   47.1   1.2skoda   19
12049 Octavia     2018   13999Semi-Auto   32061Petrol   145   56.5   1.5skoda    5
12050 Citigo      2016    6690Manual      10200Petrol    20   64.2     1skoda    7
12051 Kodiaq      2019   27890Manual       4508Diesel   150   52.3     2skoda    4
12052 Octavia     2019   17400Manual         12Petrol   145   48.7   1.5skoda    4
12053 Karoq       2018   22000Automatic    8100Petrol   145   50.4   1.5skoda    5
12054 Fabia       2017    8490Manual      25022Petrol   145   60.1   1.2skoda    6
12055 Octavia     2018   14990Automatic   18930Petrol   145   56.5   1.5skoda    5
      Yeti
12056Outdoor      2017   13000Manual       7648Diesel    30   62.8     2skoda    6
12057 Kodiaq      2019   23800Automatic   10358Diesel   145   42.2     2skoda    4
12058 Superb      2019   21790Automatic    8326Petrol   145   36.7   1.5skoda    4
12059 Superb      2019   25000Automatic      14Petrol   145   38.2     2skoda    4
12060 Fabia       2017   10400Manual       8000Petrol   150   64.2     1skoda    6
12061 Octavia     2019   15500Manual       7095Diesel   150   56.5     2skoda    4
12062 Fabia       2017    9000Manual      20538Petrol    20   60.1   1.2skoda    6
      Yeti
12063Outdoor      2017   15490Automatic   14419Petrol   125   51.4   1.2skoda    6
12064 Fabia       2017    9490Manual      18854Petrol   145   64.2     1skoda    6
12065 Fabia       2018    8990Manual      29829Petrol   145   64.2     1skoda    5
12066 Karoq       2019   19990Manual         10Diesel   145   47.1     2skoda    4
12067 Kodiaq      2020   34990Automatic    3500Diesel   145   39.2     2skoda    3
